iter	RMSE
456	0.4704018271
457	0.4694821584
458	0.4693973435
459	0.4684566438
460	0.4682790015
461	0.4679697845
462	0.4670979889
463	0.4665014769
464	0.4656773827
465	0.4655913548
466	0.4655012336
467	0.465257446
468	0.4643928535
469	0.4643046079
470	0.4638807536
471	0.4633187517
472	0.4625016434
473	0.4618024033
474	0.4609726336
475	0.460824961
476	0.46074422
477	0.4602604262
478	0.459537321
479	0.4587366971
480	0.4577631858
481	0.4566716952
482	0.4565936672
483	0.4562776493
484	0.4555073845
485	0.4547282596
486	0.4546465647
487	0.4543231191
488	0.4538692935
489	0.4534751513
490	0.4533312627
491	0.453179557
492	0.4521829558
493	0.4514413037
494	0.4513736894
495	0.4505774104
496	0.4503707082
497	0.4494243966
498	0.4491657873
499	0.4488046898
500	0.4482274653
501	0.4481251368
502	0.4472505555
503	0.4462756579
504	0.4458738018
505	0.4451504256
506	0.444426155
507	0.4443599133
508	0.4437185913
509	0.443574577
510	0.443457499
511	0.443370932
512	0.4432057342
513	0.4421746478
514	0.441849404
515	0.441774469
516	0.4407345961
517	0.4402384255
518	0.4395650685
519	0.4393528697
520	0.4381984991
521	0.4380919292
522	0.4370761217
523	0.4361428019
524	0.4353582205
525	0.4349709432
526	0.4342893513
527	0.4342335706
528	0.4341451429
529	0.4336710065
530	0.4335667169
531	0.4332901306
532	0.4332159556
533	0.4327879602
534	0.4323304681
535	0.431618991
536	0.4315196056
537	0.4314684038
538	0.4313570917
539	0.4313023305
540	0.4309383317
541	0.4299039231
542	0.4296835978
543	0.4289454546
544	0.4285042197
545	0.4284436568
546	0.4274230378
547	0.4270588971
548	0.4262377279
549	0.4254511346
550	0.4248014077
551	0.4245065878
552	0.4240633171
553	0.4236409082
554	0.4230671865
555	0.422833574
556	0.4224519607
557	0.422385712
558	0.4217194219
559	0.4216495602
560	0.4215906793
561	0.4209622685
562	0.4207634189
563	0.4205883421
564	0.4199990528
565	0.4199472635
566	0.4192368305
567	0.4188721429
568	0.4188101854
569	0.4185064708
570	0.4184406971
571	0.4183867557
572	0.4183411661
573	0.4176516819
574	0.4171137921
575	0.417004924
576	0.4169508286
577	0.4166864441
578	0.4165137273
579	0.4164570976
580	0.4164068125
581	0.4160677565
582	0.4157129995
583	0.4149657607
584	0.4144022595
585	0.4143427902
586	0.4142905668
587	0.4138684203
588	0.4137460691
589	0.4132177691
590	0.4128059796
591	0.412758228
592	0.4121250042
593	0.4113996402
594	0.4109756304
595	0.4103181051
596	0.4101538231
597	0.4097697
598	0.4096098349
599	0.4087195732
600	0.4085978498
601	0.4085470607
602	0.4085000149
603	0.4076525406
604	0.4071769132
605	0.4068418865
606	0.4064948574
607	0.4061607014
608	0.4052869182
609	0.4047678127
610	0.4046776791
611	0.4046199659
612	0.4044819091
613	0.4043149562
614	0.4042151358
615	0.4037967517
616	0.403718817
617	0.4036741939
618	0.4036098512
619	0.4035168363
620	0.4032613434
621	0.4027863358
622	0.4025283057
623	0.4015564074
624	0.4015159647
625	0.4012492447
626	0.4007397758
627	0.3999507357
628	0.399896079
629	0.3993969936
630	0.3988542285
631	0.3985147643
632	0.3982690543
633	0.3975075028
634	0.3974491282
635	0.3969749115
636	0.3969358022
637	0.3965712623
638	0.3962577743
639	0.3956832312
640	0.3956170707
641	0.3950244093
642	0.3949136384
643	0.3948730407
644	0.3944336582
645	0.3938492018
646	0.3933084533
647	0.392627665
648	0.3923118894
649	0.391730919
650	0.3911837787
651	0.3906966394
652	0.3899347807
653	0.3899021166
654	0.3892795116
655	0.3892434636
656	0.3890096886
657	0.3889612645
658	0.3886626443
659	0.3886162145
660	0.3885736552
661	0.3876230366
662	0.3875832496
663	0.3870662665
664	0.3869242321
665	0.3868014194
666	0.3866405914
667	0.3865694795
668	0.3859026226
669	0.3856143382
670	0.3855785863
671	0.3851418946
672	0.3848123413
673	0.384199369
674	0.3835763218
675	0.3833156998
676	0.3826813676
677	0.38218955
678	0.3820391702
679	0.3814775719
680	0.3811826253
681	0.3805136368
682	0.3799622754
683	0.3790409538
684	0.3790071774
685	0.378291968
686	0.377745294
687	0.3776970597
688	0.3773879887
689	0.3769185556
690	0.3767078565
691	0.3759470102
692	0.3752662547
693	0.3747614783
694	0.3741277343
695	0.3739340941
696	0.3738370588
697	0.3732511952
698	0.3729378346
699	0.372512153
700	0.3724166546
701	0.3721038898
702	0.3720023406
703	0.3715784568
704	0.3710400301
705	0.3707930449
706	0.36992247
707	0.3695833947
708	0.3695592841
709	0.3694260852
710	0.3686163104
711	0.3682328265
712	0.3682015803
713	0.3681289663
714	0.3675382923
715	0.3669441628
716	0.3668139809
717	0.3664927894
718	0.3663679633
719	0.3655368681
720	0.3649580236
721	0.3648831919
722	0.3644686352
723	0.3640148855
724	0.3633802868
725	0.3632805532
726	0.362723438
727	0.3626979016
728	0.3623165118
729	0.3618937948
730	0.3614298733
731	0.3614013241
732	0.3606152791
733	0.3603731442
734	0.3601606753
735	0.3600742336
736	0.3595212285
737	0.35942961
738	0.3591695473
739	0.3589329884
740	0.3588949908
741	0.3584397006
742	0.3579610944
743	0.3574958062
744	0.3573161025
745	0.3572560622
746	0.3572248508
747	0.3567061471
748	0.3562856817
749	0.3559218329
750	0.3556941896
751	0.3550207984
752	0.3545926661
753	0.354072032
754	0.3535334263
755	0.3528713586
756	0.3527546657
757	0.3521770051
758	0.3520892272
759	0.3519893582
760	0.3518532825
761	0.3517581262
762	0.3512722117
763	0.3511077908
764	0.3508565953
765	0.3508346556
766	0.3507294055
767	0.3500957134
768	0.3499023372
769	0.3493037394
770	0.3488433693
771	0.3486695222
772	0.3485663478
773	0.3480514272
774	0.3474970627
775	0.3468436928
776	0.3463830484
777	0.3463578365
778	0.3463323633
779	0.345616203
780	0.3455117744
781	0.3452114877
782	0.34507121
783	0.3446020916
784	0.3438620678
785	0.3435041074
786	0.3434631833
787	0.3433771166
788	0.342577201
789	0.3422430008
790	0.3419288833
791	0.3418312508
792	0.3416238408
793	0.3409705017
794	0.3404274116
795	0.3398920172
796	0.3395323907
797	0.3391951931
798	0.3386481341
799	0.3384752059
