formula,mp_id,crystal_system,material_class,density,band_gap_calibrated,theoretical_efficiency_pct,ed_est_ev,radiation_resistance_score,penetration_depth_um_Ni63,carriers_per_electron_Ni63,t_max_ev_Ni63,is_immune_Ni63,penetration_depth_um_H3,carriers_per_electron_H3,t_max_ev_H3,is_immune_H3,penetration_depth_um_C14,carriers_per_electron_C14,t_max_ev_C14,is_immune_C14,penetration_depth_um_Pm147,carriers_per_electron_Pm147,t_max_ev_Pm147,is_immune_Pm147
La7Ta3(W2O15)2,mp-1223362,Triclinic,Сложные оксиды,7.5624698567032045,3.8332110290407226,16.55997140195544,37.13085893828172,92.39749897546837,0.7840748420096684,1549.0086463921857,1.9893008478323593,1,0.1112185764895232,507.43386692157804,0.5285463489668598,1,4.886022165845376,4406.662528529494,5.036517503553489,1,7.245724070540122,5519.456096339972,7.62171181198466,1
Er3TaO7,mp-756277,Triclinic,Оксидные полупроводники (простые и тройные),9.305149635681744,3.9979854707764426,15.93811060514998,36.21454149327638,90.11730824982924,0.63723234878028,1487.8968164556827,4.492847957340967,1,0.09038942576293524,487.4144743561719,1.1937251154863526,1,3.9709619721426637,4232.809908882546,11.375005144450242,1,5.888736024547972,5301.701300014502,17.213682074900774,1
Ta2O5,mp-10390,Monoclinic,Оксидные полупроводники (простые и тройные),8.72898921823449,4.0630643487926985,15.678357826773437,36.90092780487448,91.82533171968964,0.679293124307094,1465.068204924339,2.4776623667893443,1,0.09635561588854565,479.93613609590415,0.6583013320313302,1,4.233066902087764,4167.866445043378,6.272952576191682,1,6.277424396284381,5220.357971569483,9.492796701738296,1
LaTaO4,mp-4421,Monoclinic,Оксидные полупроводники (простые и тройные),7.781442533910088,4.0737019155054774,15.635205534918525,36.9683305378543,91.99305862204325,0.7620106853269937,1461.4031628380012,2.444815492355118,1,0.10808884452235645,478.73551886072454,0.6495740972462546,1,4.748527691024687,4157.440032211555,6.189790766752316,1,7.041826709464159,5207.298626204372,9.366948763184952,1
GdTaO4,mp-4875,Monoclinic,Оксидные полупроводники (простые и тройные),8.798098543101238,4.15778587774172,15.287715581819622,36.756688022379535,91.46640128995057,0.6739572566787077,1433.065883486713,3.413241493360392,1,0.09559873966937683,469.452617004268,0.9068795860734774,1,4.199816036086899,4076.825358194959,8.641654450555663,1,6.2281150415637025,5106.326711274494,13.077329673612724,1
TbTaO4,mp-12932,Monoclinic,Оксидные полупроводники (простые и тройные),9.043361313388145,4.3001503812670965,14.676392745127224,37.0888008626141,92.29284044844995,0.6556790282523732,1387.5132187568852,3.413241493360392,1,0.09300602984448722,454.53019235139345,0.9068795860734774,1,4.085913861883032,3947.2358809463117,8.641654450555663,1,6.059203870614682,4944.012618559016,13.077329673612724,1
TaSnRh,mp-1100408,Cubic,Прочие полупроводники,11.428416584275563,1.1225007975919294,14.62084386649197,28.807742110554358,71.68601530521663,0.5188419860592011,4776.280355019638,1.165582501966697,1,0.07359612121286482,1564.6435645753986,0.3096888922082599,1,3.2332033992556473,13587.694113417936,2.9510250696307194,1,4.7946773264147655,17018.930000644687,4.465756867676584,1
PrTa7O19,mp-1209566,Hexagonal,Оксидные полупроводники (простые и тройные),8.405862905920815,4.319349609305056,14.592035519458282,37.27897849808243,92.76608395481618,0.705405551394476,1381.5906642104023,2.638370074271083,1,0.10005958241539065,452.5900451723732,0.7010004904481498,1,4.395788482627133,3930.387234391662,6.679832803769981,1,6.518732280876519,4922.909263278445,10.108524500640721,1
DyTaO4,mp-7703,Monoclinic,Оксидные полупроводники (простые и тройные),9.213262740949459,4.342056808546923,14.491747230196378,37.16970097505113,92.4941546186511,0.6435876762466436,1374.6509087522259,3.413241493360392,1,0.09129090918781091,450.31667700503954,0.9068795860734774,1,4.010565679860498,3910.6448266227117,8.641654450555663,1,5.947466322641923,4898.181399002184,13.077329673612724,1
ErTaO4,mp-3444,Monoclinic,Оксидные полупроводники (простые и тройные),9.50692287197825,4.482652998842248,13.859977771049149,37.43961101869383,93.1658065462943,0.6237078430051042,1333.1874083852617,3.413241493360392,1,0.08847101670368775,436.73380619517195,0.9068795860734774,1,3.8866829831239107,3792.688316958072,8.641654450555663,1,5.763754540910288,4750.437891947484,13.077329673612724,1
La2SiC(NO2)2,mp-1204122,Monoclinic,Сложные оксиды,4.974958994118085,4.511856249994105,13.726800335008674,37.92331808741796,94.36947714979834,1.191877634591153,1324.8867992750334,3.008528256331394,1,0.16906413363444397,434.01464114182124,0.7993494937582185,1,7.427276363900884,3769.074515178974,7.617000334292945,1,11.014275683122928,4720.861008911038,11.526730797383617,1
TmTaO4,mp-12933,Monoclinic,Оксидные полупроводники (простые и тройные),9.658420884114097,4.556779557554718,13.520908533699119,37.586123299376275,93.53039192598486,0.61392461865585,1312.317868832241,3.413241493360392,1,0.08708329677275255,429.8972328933203,0.9068795860734774,1,3.825718074593783,3733.3180751262025,8.641654450555663,1,5.67334666100281,4676.075164804536,13.077329673612724,1
YTaO4,mp-5377,Monoclinic,Оксидные полупроводники (простые и тройные),7.519352310480446,4.6078006552307516,13.28580511915317,37.886700513526456,94.278356924119,0.7885708919148355,1298.3290069144048,2.8109973749849226,1,0.11185632717796115,425.3146746788567,0.7468666195576432,1,4.91403964366559,3693.522174842703,7.116891091149603,1,7.287272574936361,4626.229794752477,10.769920457092136,1
LuTaO4,mp-5489,Monoclinic,Оксидные полупроводники (простые и тройные),9.879084578185934,4.691442807867059,12.898267086256238,37.839043325494046,94.15976540460372,0.6002117211538509,1276.0302973632192,3.413241493360392,1,0.08513816493328426,418.00992499829596,0.9068795860734774,1,3.7402651081639444,3630.0861907746753,8.641654450555663,1,5.54662422816411,4546.774622788483,13.077329673612724,1
La2CO5,mp-555349,Monoclinic,Оксидные полупроводники (простые и тройные),5.359868560017928,4.870474960562245,12.065501882685892,38.27053745192871,95.23350781846591,1.106285031377264,1230.7840402615068,3.3834184927811677,1,0.15692308921184545,403.1878752580798,0.898955778023749,1,6.893899530302245,3501.3683903991146,8.566148493480634,1,10.223304780680152,4385.552327368588,12.963067260247156,1
Dy2C(NO)2,mp-13038,Trigonal,Сложные оксиды,6.64702986578305,5.044634077239739,11.260688060337024,38.22995368998391,95.1325180161845,0.8920589312560456,1189.7455896330143,7.665855491678401,1,0.1265357835289905,389.7442448797805,2.0367758533100555,1,5.55893325206783,3384.621073955989,19.40843457922436,1,8.243617221508204,4239.323365359017,29.370590885515195,1
Er2C(NO)2,mp-6574,Trigonal,Сложные оксиды,7.011532646340991,5.049720126684891,11.23737070675598,38.28481614946138,95.2690393407191,0.8456841973333478,1188.5882125372514,7.665855491678401,1,0.11995767182890962,389.3651041070306,2.0367758533100555,1,5.269945561427591,3381.3285356663187,19.40843457922436,1,7.815063073555524,4235.1993780062985,29.370590885515195,1
Y2SiCO7,mp-556661,Triclinic,Сложные оксиды,4.226979372630505,5.09842831782522,11.014779964787929,38.44565252117631,95.66926920115539,1.4027847868127665,1177.6172091971548,5.215215095825783,1,0.19898065688549582,385.771154736999,1.3856541110808702,1,8.741560365220009,3350.1179227160437,13.203896305349812,1,12.963292470326987,4196.107297139287,19.981324866577324,1
Dy2CO5,mp-1225362,Orthorhombic,Оксидные полупроводники (простые и тройные),7.191027776209773,5.290249968000662,10.153857032303506,38.505453815734526,95.81808046517327,0.8245750875437129,1136.311695639007,8.231754848567086,1,0.11696341029164774,372.2400382265713,2.1871322155928783,1,5.138402534145832,3232.610858283382,20.841180168874715,1,7.619991408561909,4048.9267315872667,31.538750526875027,1
C,mp-66,cubic,"Ковалентные (IV, III-V, карбиды, бориды, нитриды)",3.51,5.47,9.376524882411145,40.186,100.0,1.6893283071502692,1100.1517450682854,13.022189321364671,1,0.23962596359186863,360.39453717754174,3.4599244397157927,1,10.527178161934293,3129.7420333839154,32.96961569342655,1,15.611273468218952,3920.080930703086,49.892591297437406,0
